id,open_date,type,P1,P2,P3,P4,P5,P6,P7,P8,revenue
77464,03/17/2007,FC,4,4,1,1,10,2,5,4,14898230
52697,03/24/2008,FC,5,4,2,2,5,4,2,4,12374549
94239,11/22/2012,FC,5,2,5,3,4,2,1,2,15570964
49773,02/26/2010,FC,10,3,5,5,10,5,3,5,13045489
80586,12/03/2012,FC,5,3,1,2,5,1,0,4,13769159
92847,01/16/1999,IL,4,4,2,2,4,2,2,4,13319486
46970,07/31/2013,FC,5,3,20,3,5,3,5,5,8818810
482,10/12/2013,IL,5,2,1,5,5,2,3,5,14906406
23965,07/14/2007,IL,10,3,3,5,5,2,2,4,12367115
40112,12/18/2010,IL,5,3,1,1,5,3,3,4,10779111
14762,06/13/2009,FC,5,10,1,1,4,4,3,4,13353623
10383,12/29/2012,FC,5,1,2,2,4,1,1,5,13056913
59226,10/17/1995,FC,5,1,3,4,3,1,3,5,12645752
4762,12/29/2012,FC,10,4,5,3,5,1,2,5,12223696
89736,02/07/2007,IL,5,4,1,2,4,3,3,4,12392711
13453,10/06/2006,FC,10,2,1,1,5,2,3,10,13380312
59345,12/17/2010,FC,5,3,4,5,4,8,7.5,5,12635628
39027,01/17/2012,IL,5,2,4,2,8,4,3,8,10550107
17662,11/13/2009,FC,4,2,1,1,5,2,3,4,10745223
22517,04/01/2000,FC,5,3,3,4,4,2,5,4,11857546
38314,12/20/1997,IL,8,4,1,3,5,2,3,5,13809109
34332,05/01/1998,FC,5,5,2,2,5,3,3,4,12546371
61967,06/09/2007,FC,5,2,2,3,4,3,3,10,13419274
27286,12/02/2007,FC,5,3,1,3,3,3,3,4,12939614
46819,09/09/2013,FC,4,6,1,3,4,4,1,4,13175806
14692,03/16/2006,IL,4,5,1,3,4,2,3,3,12744225
6543,04/03/2010,FC,10,4,1,2,2,3,7.5,4,15325915
5994,11/29/2007,FC,5,6,10,3,4,3,3,5,14656772
77969,12/02/2007,IL,5,4,5,1,3,2,3,4,11697704
35961,03/06/2013,IL,4,2,5,2,5,2,1,5,12445640
98198,07/10/2013,IL,4,1,10,1,5,2,1,4,11422247
83969,08/03/2012,FC,5,1,3,4,5,1,10,4,14227963
11645,11/14/2012,FC,5,3,4,3,10,4,3,4,12894609
90054,08/02/1995,FC,5,4,1,2,5,1,3,5,12240367
94242,11/12/2010,IL,10,3,1,1,10,6,3,3,12162137
51869,09/08/2010,FC,5,4,1,2,4,4,1,5,15985577
27041,05/12/2013,FC,5,10,1,5,5,1,2,4,12752971
42116,10/17/1995,IL,5,3,1,1,4,2,3,5,17060312
19454,12/29/2012,IL,5,2,4,1,4,4,3,4,13131234
34630,08/19/2006,IL,5,3,1,1,5,2,3,4,14193929
42026,05/04/2012,IL,4,4,1,1,5,4,2,8,20683707
5570,12/23/2005,IL,5,4,2,1,5,2,2,5,13787397
16559,06/28/2012,FC,5,4,4,3,3,4,3,4,21026358
61385,07/12/2013,IL,5,3,1,1,4,6,2,8,19633910
14735,12/08/2012,IL,10,5,5,2,2,3,3,5,13560258
84831,11/12/2010,FC,5,3,5,1,3,4,3,4,11184697
17795,05/01/2009,FC,5,5,25,2,5,2,1,4,9052086
42461,12/20/1997,IL,4,3,1,1,4,3,3,8,14055713
78899,06/16/2012,FC,5,10,2,2,5,3,3,5,13024211
31508,07/04/2011,FC,5,4,3,2,4,2,1,4,13367130
23454,11/25/2008,IL,5,1,5,5,5,3,3,5,11393411
27694,02/26/2010,FC,4,2,4,1,4,2,3,4,13571034
1607,07/15/2011,IL,5,2,1,4,5,3,3,5,12531387
26211,11/26/2010,FC,4,2,5,4,5,3,3,6,12908891
25771,06/23/2009,FC,5,2,1,1,5,2,0,5,14196283
9291,07/10/2013,IL,5,5,1,3,5,2,2,4,15261247
84644,07/04/2011,IL,5,4,1,4,5,2,7.5,5,13489381
19150,10/21/2011,FC,5,8,2,3,5,10,3,5,12983853
16255,03/27/2013,FC,5,3,1,1,5,1,0,4,13588923
4419,09/28/2010,FC,5,10,1,1,4,2,7.5,5,12841892
69177,11/22/2007,FC,5,4,1,1,5,5,3,4,14279968
70296,10/25/2013,FC,10,1,1,1,5,1,2,4,16218904
10928,11/25/2008,IL,5,4,5,2,5,1,2,5,12986403
90520,03/16/2006,IL,5,2,3,2,5,2,3,5,14206775
4586,04/09/2000,FC,5,2,3,4,4,3,2,5,16564095
47503,10/04/2013,FC,4,3,3,5,5,2,3,3,12892217
65017,09/20/2013,IL,8,1,2,1,5,4,2,5,14080608
10784,05/01/1998,FC,5,6,4,3,4,5,3,4,14988751
34299,11/21/2009,FC,4,2,1,1,4,2,3,5,13585018
91825,02/07/2007,FC,5,1,15,1,5,3,3,4,9077588
21101,02/07/2007,FC,5,2,1,1,5,2,2.5,5,11467313
5298,11/13/2009,FC,5,3,3,3,10,2,5,2,14201269
4240,09/10/1998,DT,5,2,1,4,4,1,3,10,13540873
94961,09/26/2006,IL,4,3,2,1,5,2,3,5,17911960
15540,07/17/2009,IL,5,3,15,1,4,3,3,2,9804046
81842,02/26/1998,IL,5,2,1,3,4,2,3,5,14825377
5763,05/08/1995,IL,5,4,2,1,5,2,3,4,14112889
74571,09/06/1997,IL,5,3,1,3,5,3,3,5,14901343
93653,12/02/2007,FC,5,1,1,2,4,4,0,1,12634336
53380,08/15/2005,IL,5,4,5,2,4,2,3,6,12158445
70841,09/09/2005,IL,5,10,3,5,5,2,3,1,12394755
79097,03/06/2013,IL,4,1,3,2,5,2,1,2,12903041
3996,09/15/2007,FC,5,3,5,1,5,2,3,5,13667279
61803,01/23/2009,FC,10,3,4,5,5,4,3,5,13029708
87689,12/07/2004,IL,4,3,5,1,5,2,3,4,12241444
26716,02/15/2010,IL,8,2,1,3,4,4,3,5,14419450
49535,07/18/2011,FC,5,1,1,5,2,5,1,5,13155669
27447,07/04/2009,FC,5,5,4,1,5,10,3,4,11625282
27422,10/06/2010,IL,5,8,5,1,5,2,3,5,18281835
98470,08/08/2013,FC,5,5,1,3,5,5,2,4,14228668
11054,12/11/2012,IL,5,5,20,1,5,3,7.5,4,7344613
32601,11/26/2009,IL,10,2,5,1,5,5,2,4,12880460
58443,04/12/1997,IL,5,2,1,1,5,1,3,5,13187199
82698,03/31/2011,FC,5,2,1,1,5,3,3,4,14247351
391,08/07/2013,DT,5,2,1,3,4,2,7.5,4,20268041
54597,06/23/2009,IL,5,3,1,2,5,1,2,5,14284363
30857,03/15/2011,IL,5,5,5,1,3,2,0,4,13426956
75466,08/01/2000,FC,5,3,2,3,5,2,2,6,13041670
53599,01/20/2012,IL,5,2,1,1,4,4,3,5,13107464
41279,09/15/2007,FC,5,1,3,1,4,3,3,5,12281121
88290,01/07/2011,IL,5,2,5,2,5,3,3,5,12327286
76767,06/06/2003,FC,5,4,2,2,10,6,3,10,12093715
14384,06/01/2009,IL,5,4,15,1,8,2,5,4,10683686
68852,03/19/2009,FC,5,3,1,3,4,6,3,5,14598595
63788,09/17/2009,IL,4,5,1,2,8,4,3,5,14431631
44856,04/21/2007,DT,4,4,4,2,5,3,1,10,13073970
6638,06/13/2009,IL,5,4,1,1,3,1,3,3,13424987
4004,02/27/2013,FC,5,1,1,4,5,4,3,5,16345458
8165,03/19/2009,IL,5,5,3,5,5,4,2,4,12797182
61505,10/14/2013,FC,4,4,2,1,5,3,7.5,4,13606887
33608,04/14/2010,FC,5,4,1,3,10,2,2,5,13142554
65929,12/02/2008,FC,5,2,4,4,5,3,3,2,11061273
86742,07/12/2013,FC,5,3,5,5,5,4,0,4,12760254
16988,03/03/2012,DT,5,3,4,2,4,2,1,5,12415161
37282,05/02/2013,IL,5,4,4,3,5,5,3,10,10549009
41979,05/01/2010,FC,4,1,20,5,4,2,0,4,12688330
64449,08/06/2009,FC,4,1,2,1,4,2,3,4,13937795
17620,05/03/2009,FC,10,2,4,1,5,6,7.5,5,12515003
78314,10/14/2013,FC,10,4,1,2,5,2,3,6,12634980
38762,11/01/2006,IL,5,3,1,1,5,2,7.5,5,13582834
43634,10/04/2012,FC,5,1,1,1,3,2,3,4,13352882
98274,07/04/2009,IL,5,1,1,5,10,2,1,3,13645794
86910,08/11/2010,FC,4,1,2,5,5,4,1,4,14205135
48835,01/15/2013,IL,5,2,1,1,5,4,3,5,14115926
74427,09/14/2009,IL,5,4,25,1,5,2,2,5,6782490
80260,03/19/2009,IL,4,2,2,2,5,1,3,5,15417249
4181,02/26/2011,IL,4,1,5,1,10,4,3,5,13254007
16995,10/04/2000,IL,5,5,1,4,4,4,7.5,5,13297525
18561,11/02/2000,FC,4,5,2,2,3,5,3,10,12293931
29830,09/01/2001,FC,5,3,20,2,3,1,7.5,3,8123710
84947,06/30/2001,FC,5,1,3,2,5,1,2,8,13706750
99851,10/12/2013,IL,5,1,1,2,8,4,1,5,14236435
88516,07/30/2010,FC,4,5,2,1,3,4,3,4,12935241
58890,10/28/2012,IL,5,10,5,1,5,1,3,4,12645736
45934,03/01/2008,FC,5,3,1,1,5,2,5,5,13999682
29171,04/18/2008,FC,5,3,3,1,5,6,3,3,13160023
54146,04/12/1997,IL,5,10,5,5,5,4,3,4,12831700
49768,07/12/2013,DT,5,2,1,1,3,2,1,5,18969249
87273,05/03/2009,FC,5,2,1,1,5,3,2,10,20923093
86469,06/29/1997,IL,5,2,5,2,4,4,3,4,13493676
64896,05/04/2012,IL,5,1,1,3,4,1,5,4,21216073
83274,11/04/2011,FC,10,1,5,5,3,1,1,8,11842418
41284,11/08/2013,IL,5,2,2,1,4,2,3,3,14154930
27908,07/30/2010,IL,5,2,2,1,5,2,3,4,12928649
34533,02/01/2011,FC,5,4,4,4,5,6,2,8,14564879
1704,11/19/2009,IL,4,6,10,3,5,2,3,5,10707121
23877,12/04/2012,IL,4,2,1,5,4,2,3,4,20517388
49168,12/28/2011,FC,5,3,1,1,10,4,3,5,14752483
44640,09/23/2008,FC,5,1,5,2,5,3,2.5,4,8014885
59230,06/24/2012,FC,5,1,2,4,5,2,3,4,15179637
50350,05/02/2008,FC,8,3,1,1,3,2,3,8,13106322
17724,06/01/2009,IL,5,4,1,3,5,2,1,5,15668265
50980,07/22/2010,FC,5,3,1,3,5,2,3,4,11881767
1859,09/10/1998,DT,10,5,1,1,8,4,3,5,12613761
74270,03/18/2011,IL,4,10,1,2,5,3,7.5,10,14108131
80884,12/31/1997,IL,5,2,4,5,5,3,2,4,15202759
75553,09/19/2009,IL,5,4,1,1,8,3,1,4,15235573
69441,03/17/2007,FC,5,2,25,1,5,2,2,5,7379095
71334,08/24/1996,IL,5,3,5,2,3,3,3,5,13662819
55186,05/08/1995,IL,4,5,1,5,5,2,2,5,13367945
22232,09/09/2013,FC,5,2,1,5,5,3,3,4,13367776
56370,09/15/2006,FC,5,3,3,2,4,3,3,4,11957249
66795,08/01/2010,FC,5,2,1,3,5,4,3,5,13504824
70338,10/15/2012,FC,10,1,1,1,5,1,3,5,14272485
51380,03/05/2012,IL,10,5,1,4,4,5,1,4,13017917
20251,03/19/2012,IL,4,2,5,5,5,2,3,10,11991329
88750,10/05/2010,IL,5,10,1,4,4,2,3,4,14507551
13156,01/27/2005,FC,5,4,2,1,5,2,2,5,13484479
86568,10/06/2007,FC,5,4,1,3,5,1,3,4,14270762
86554,02/26/1998,FC,5,2,1,2,5,2,3,5,13654989
89481,09/20/2013,FC,10,4,5,3,4,4,3,5,12660486
74729,10/28/2008,IL,5,4,3,1,5,2,3,10,13102378
80518,10/28/2008,IL,4,4,5,1,5,3,2,4,13030102
94305,07/04/2008,FC,5,3,2,2,5,5,0,8,13549034
61761,03/24/2008,FC,10,1,2,2,10,2,5,4,13310502
9007,08/13/2009,FC,4,4,1,1,5,2,3,4,12671611
36148,05/01/2012,IL,5,3,5,1,3,4,2,5,13137886
36916,01/04/2014,IL,5,1,1,1,5,3,3,4,19571832
98377,04/17/2009,FC,5,2,5,1,5,3,5,5,12089663
44011,09/01/2001,FC,5,10,2,1,3,3,2,5,22049361
82095,03/02/1998,FC,4,3,1,2,3,3,3,4,12550234
33757,06/01/2012,FC,5,3,1,4,4,4,1,4,15550949
22477,12/31/2011,IL,5,5,4,1,4,2,2,5,14006122
3792,03/05/1996,FC,4,6,2,3,3,10,2,4,14071326
55351,07/10/2004,IL,10,3,3,1,4,4,1,8,13252319
51239,03/07/2011,IL,10,1,1,5,5,2,3,5,13543569
11423,11/17/2009,FC,5,1,2,2,5,2,3,5,13886235
65851,01/14/2011,IL,5,3,5,5,5,4,3,5,12351304
82728,11/21/1999,FC,4,3,3,2,4,6,2.5,4,11950503
50419,04/22/2010,FC,4,5,1,3,5,2,3,2,16645814
58555,01/03/2013,FC,5,4,1,1,5,2,3,8,13220686
78396,06/30/2001,FC,5,4,2,1,3,2,1,4,13394645
99922,06/13/2006,FC,5,3,2,5,5,1,7.5,4,13389754
98266,01/26/2012,IL,5,2,1,2,5,2,1,4,13252399
95111,11/26/2010,IL,8,1,4,2,3,2,3,5,13345197
17342,05/02/2013,FC,4,1,2,1,4,4,2,5,13522426
62174,07/12/2012,FC,10,1,3,4,5,2,3,8,14187165
99303,12/04/2012,FC,5,5,1,2,3,2,2,4,13906366
2347,03/16/2007,FC,5,3,1,2,10,2,3,2,13941598
21988,01/07/2011,IL,5,2,5,1,10,3,3,4,13142690
7796,12/28/2010,FC,5,2,3,3,5,6,3,8,12363401
23618,10/24/2006,FC,5,1,1,1,5,2,3,5,14406404
83201,06/07/2013,IL,10,5,2,1,10,2,3,5,11575533
96257,04/12/2012,IL,5,1,1,2,5,4,2,5,14268251
51212,09/04/2009,FC,4,2,1,2,5,2,3,3,13874798
76027,05/01/2009,FC,5,4,3,1,5,2,1,4,13882978
40140,11/29/2008,FC,5,1,5,2,5,2,2,4,11649283
88397,09/21/2012,IL,5,2,1,2,10,2,7.5,4,14902066
10627,08/25/2006,FC,10,4,5,2,10,3,3,5,12228819
4123,01/14/2011,IL,10,1,1,1,4,3,3,8,19490202
57048,03/29/2013,FC,4,1,1,1,5,2,3,5,16283290
52430,06/07/2013,FC,4,1,25,3,10,2,2,5,7057319
18742,04/18/2006,IL,5,1,1,3,4,2,0,4,13201727
89712,12/17/2006,IL,5,1,5,1,5,2,3,4,12442196
34537,06/13/2009,IL,5,4,1,4,8,2,7.5,4,14697487
2165,11/21/2009,FC,5,1,1,1,5,2,3,5,15351553
14213,09/23/2008,FC,5,3,1,3,4,2,0,4,14585247
54126,11/25/2011,FC,5,4,4,3,5,10,1,5,12900163
14264,02/09/2000,DT,5,1,2,3,5,2,3,3,20910014
87081,02/21/2013,IL,5,3,1,1,5,1,7.5,10,13779496
21010,11/25/2009,FC,4,4,2,5,5,4,3,5,15815094
55639,10/06/2010,IL,5,2,5,5,5,2,2,4,11987294
83449,12/23/2005,FC,10,8,1,4,5,2,3,8,14174770
80540,06/24/2012,FC,4,1,15,4,5,2,2,4,9910675
10524,11/05/2011,IL,5,1,1,3,5,2,3,8,16880080
97945,07/12/2012,DT,4,3,5,1,5,2,3,10,13368233
81909,04/18/2008,IL,4,2,1,5,5,2,2,4,13615360
35980,04/14/2009,IL,4,5,15,3,4,1,2,5,13457465
55301,09/15/2011,FC,5,2,5,4,5,2,3,4,14052973
71384,11/05/2008,FC,5,1,1,2,5,4,3,4,14114335
20993,12/23/2005,IL,5,1,1,2,5,3,2,3,15431932
89997,12/04/2012,IL,5,4,4,3,5,2,3,4,13621176
1191,05/01/2012,FC,4,4,1,3,5,3,3,4,16491473
69796,06/06/2007,FC,5,4,1,1,4,5,3,5,15184531
2624,02/19/2010,FC,5,3,1,1,6,1,3,3,13131535
27673,12/07/2008,FC,5,5,1,3,5,1,3,10,13273243
15736,03/24/2009,IL,5,5,5,5,5,2,1,5,12436149
72743,10/22/2006,FC,5,4,4,4,10,2,0,4,12449905
83307,03/18/2007,IL,5,3,25,1,5,3,1,4,6962097
51527,04/13/2007,IL,10,1,2,1,4,2,3,10,18238665
72148,06/01/2012,FC,10,5,1,4,4,3,2,4,13833884
30746,12/12/2011,FC,5,1,3,1,5,2,5,4,10716591
47128,01/05/2000,FC,5,10,5,2,3,2,0,5,10605031
44210,12/17/2013,FC,5,3,1,2,4,2,3,8,9484282
73703,06/24/2012,FC,10,2,1,3,8,4,3,4,13671238
71227,06/09/2007,FC,5,1,4,2,3,2,1,4,12977269
70519,11/04/2011,FC,4,2,1,3,10,3,5,4,16224346
37679,05/01/2013,FC,5,5,20,2,6,4,1,5,9049262
77739,02/16/2012,FC,5,2,2,2,4,1,1,5,13825417
68638,09/13/1999,FC,8,4,3,1,3,2,2,10,14582445
8655,06/13/2006,FC,4,4,10,2,5,2,3,10,12277771
30006,05/08/1995,IL,5,1,3,4,10,3,2,4,12317344
64438,03/17/2007,FC,5,5,1,1,10,5,3,5,22418639
47089,12/21/2012,FC,4,5,5,3,5,2,2,6,13206624
53187,12/23/2011,FC,5,3,3,4,10,2,7.5,5,13738893
29478,02/19/2004,FC,5,2,5,3,5,2,0,4,21614682
96728,02/26/2011,IL,4,4,1,1,3,2,7.5,4,18855707
76400,07/10/2013,IL,5,4,3,3,6,10,0,4,14422366
39496,06/01/2012,IL,5,4,5,4,4,3,0,2,13449920
81237,05/05/2007,FC,5,5,1,1,4,2,3,8,10747286
6462,06/24/2011,FC,5,3,3,1,5,2,2,4,13436228
64248,06/29/1997,IL,5,2,1,1,5,2,2,5,12340271
39920,08/26/2000,DT,5,5,1,3,5,5,1,5,13141915
30575,08/19/2006,FC,8,3,4,1,5,2,2,4,12766421
37020,01/23/2009,IL,8,1,4,4,5,4,2,5,13265356
47873,08/06/2009,FC,8,10,1,4,4,6,3,10,15154672
85564,10/28/2012,FC,5,2,1,1,5,3,3,4,20789857
86868,04/09/2011,FC,5,1,4,5,4,2,1,5,12136303
3304,07/10/2013,FC,8,4,1,4,10,2,3,4,10858777
71448,03/07/2011,IL,5,2,5,1,5,4,3,5,12387249
50197,03/24/2009,FC,5,2,1,3,5,10,1,4,13981754
55851,09/14/2009,IL,5,2,1,3,5,3,3,10,15348514
23424,09/08/2010,FC,4,2,15,4,5,2,5,4,8805058
51048,12/08/2012,IL,8,3,5,3,4,2,3,5,12203655
24617,09/03/2010,FC,5,2,3,3,6,4,3,4,13000538
24302,09/13/2006,FC,5,3,2,4,5,5,2,2,20849004
85326,11/13/2009,FC,5,1,3,3,5,3,5,5,12769725
5608,02/16/2007,IL,5,3,5,1,5,1,2,8,12115504
99374,11/14/2012,IL,5,4,4,2,5,2,2,4,21740464
89491,12/04/1999,FC,5,5,4,5,4,4,3,5,12778380
19167,07/04/2011,FC,5,2,5,4,4,3,2,5,12135059
39605,01/16/1999,IL,4,2,5,1,5,4,3,4,12965791
69078,08/30/2013,FC,5,4,10,2,4,2,3,4,11983519
20338,06/07/2013,FC,4,3,2,2,5,2,3,8,14048828
98238,10/10/2011,FC,5,2,1,5,3,3,2,5,13249578
94087,05/01/1998,FC,5,1,1,3,4,2,3,5,15628374
9751,12/17/2006,FC,5,3,2,1,5,6,2,5,14030771
4263,08/13/2011,IL,5,2,3,3,5,6,3,5,10642039
45761,11/17/2009,FC,5,4,1,1,6,2,3,4,13227534
87004,08/23/2013,FC,4,1,1,1,5,2,3,5,22038538
44232,09/09/2013,FC,5,2,1,2,5,2,3,3,13574514
54698,08/14/2009,FC,5,1,1,1,4,2,3,4,13073041
49825,12/23/2011,FC,5,2,2,1,3,5,3,5,13462891
67806,01/15/2013,IL,5,2,15,4,10,2,2,5,9583416
72899,12/08/2012,IL,5,2,10,5,3,3,1,5,11391594
62212,08/15/2005,FC,5,4,1,2,5,2,3,4,14422605
57366,12/18/1998,IL,5,2,1,2,8,2,3,5,14308991
80398,11/05/2011,FC,5,4,4,1,5,1,3,10,12857993
46549,09/26/2003,FC,5,5,4,2,4,2,0,4,13131378
73141,05/12/2013,FC,10,2,1,5,5,6,2,5,13892237
45884,02/01/2012,IL,4,2,2,5,10,4,5,2,13946547
85673,12/28/2011,IL,10,8,1,1,5,2,7.5,5,13117004
31999,02/26/1998,IL,4,1,1,1,5,4,3,10,13315392
50879,09/26/2006,DT,5,2,3,3,5,4,3,3,12467352
83572,06/05/1999,IL,4,4,25,1,5,5,1,4,7742854
42264,10/12/2013,FC,5,2,1,2,3,2,3,5,13036384
7901,10/15/2012,FC,5,1,1,2,5,4,3,4,13845476
81877,11/16/2012,IL,5,6,5,5,5,2,3,4,11333391
42402,03/07/2011,FC,5,5,5,3,4,2,3,4,12184052
31695,06/08/2000,IL,5,2,1,4,10,5,7.5,4,13499712
92455,06/30/2001,FC,5,3,1,2,5,8,3,5,13948861
52027,10/15/2011,IL,5,2,3,1,3,3,2,4,13409465
20783,07/04/2011,FC,5,3,4,2,5,1,1,4,12478663
38136,07/04/2008,FC,4,2,3,3,5,2,3,5,12948884
10497,08/20/2004,IL,5,2,1,3,5,2,1,5,14200926
7129,04/17/2009,IL,5,4,5,2,4,3,3,4,13829903
24004,12/31/1997,FC,5,3,5,1,4,5,3,5,12685129
73493,12/03/2013,FC,5,10,1,1,8,10,3,4,12479460
80641,09/08/2010,FC,4,2,1,1,8,3,7.5,4,14046050
1871,07/14/2000,FC,10,2,5,1,4,2,3,5,13263751
64529,01/15/2013,FC,4,2,3,1,4,4,3,4,13838733
59448,01/20/2012,IL,5,3,1,1,5,5,1,5,15078561
35297,11/17/1995,FC,4,3,25,2,4,2,2,5,6600770
8731,02/09/2010,IL,5,4,2,2,5,2,3,4,10966661
15964,12/03/2013,IL,4,2,4,4,5,2,7.5,5,13635674
49455,10/25/2013,FC,10,1,2,5,4,2,3,4,14046553
87600,04/14/2009,IL,5,2,2,1,5,2,3,10,12579009
74693,05/01/2009,FC,4,1,5,2,5,4,3,4,18668891
50903,05/03/2013,FC,8,2,1,3,5,3,3,8,12959166
82377,09/20/2013,IL,5,2,20,2,4,2,2,4,8124149
79348,04/26/2013,FC,5,2,1,3,5,2,3,3,12271176
3258,04/06/1998,FC,4,3,3,5,5,2,3,8,13426547
98106,06/08/2000,FC,5,1,2,4,5,3,3,5,12499481
30129,08/23/2013,FC,5,4,1,1,4,4,1,5,13172501
38840,11/21/1999,IL,10,1,3,3,5,1,3,5,12842563
54919,09/14/2009,IL,5,10,3,3,5,4,2,4,15023709
73590,11/29/2008,FC,5,4,5,2,8,2,7.5,4,13319899
83314,03/16/2006,IL,5,6,5,3,5,3,0,4,12009610
27515,08/02/2010,DT,5,1,1,1,5,2,3,5,12756548
28479,01/03/2013,FC,4,3,1,4,10,2,3,4,13185033
49032,06/13/2009,IL,10,4,1,2,4,1,7.5,5,11592561
50387,01/01/2000,IL,5,4,2,3,4,3,3,4,15550904
18817,01/01/2000,IL,4,4,5,1,5,2,3,3,14446212
66121,11/26/2009,IL,4,5,2,4,5,3,2,4,13861588
35747,11/19/2009,IL,5,2,1,4,4,2,3,5,18200296
73145,04/18/2008,FC,5,4,2,1,5,2,3,5,14412437
95241,03/18/2011,FC,8,2,2,1,5,2,3,6,13339211
51672,10/22/2006,IL,4,2,3,2,8,1,3,8,13625776
16602,11/17/1995,FC,10,3,1,3,8,5,1,4,14177659
60959,07/15/2013,FC,5,3,1,1,4,2,7.5,5,12296980
15987,08/15/2005,IL,5,2,1,3,8,3,2,5,13768077
89258,12/18/2010,FC,5,2,4,5,5,4,3,5,21532394
33358,07/09/2013,FC,5,3,1,1,10,2,3,4,12746844
26410,03/16/2006,IL,4,5,1,3,5,1,3,4,10553737
7015,12/23/2005,IL,4,2,2,2,5,2,2,4,12718536
38483,10/04/2012,FC,5,6,2,4,3,2,3,5,19114862
61050,08/15/2005,IL,4,6,10,1,4,2,2,4,17434298
11106,10/17/1995,FC,5,4,1,2,10,2,0,4,13524881
8956,11/16/2012,FC,4,2,1,5,5,1,7.5,8,12071292
65345,04/12/1997,FC,5,2,1,2,4,2,3,5,12806419
1104,11/12/2010,IL,5,3,1,1,5,2,3,4,13000659
72793,07/16/2012,IL,5,1,15,1,5,2,0,10,11303362
91082,10/24/2006,FC,4,4,4,1,5,3,1,4,12940362
15440,09/07/2010,FC,8,2,5,3,5,2,2,5,20028074
90863,09/28/2008,FC,8,1,2,3,5,1,7.5,8,12550156
97510,09/17/2009,IL,5,1,3,1,5,4,2,4,14205750
11258,05/06/2013,IL,10,1,4,3,5,4,3,4,12987988
18280,09/09/2005,FC,5,1,2,1,5,2,1,5,13294681
69685,07/23/2011,FC,5,5,1,5,3,2,3,5,14229472
23284,06/07/2013,FC,5,1,1,5,10,2,2,5,13632823
78243,03/16/2006,IL,5,1,1,1,4,2,0,3,14221835
37257,06/13/2009,FC,5,2,2,3,10,2,3,5,17142661
68940,07/04/2008,FC,4,2,1,4,4,3,3,4,14507339
7308,10/23/2004,IL,4,3,1,2,3,3,1,10,13373985
53771,03/07/2010,IL,5,4,25,1,5,6,7.5,3,6577516
54300,01/26/2012,FC,10,3,10,5,5,3,3,8,10066980
22856,01/07/2011,IL,10,6,1,3,5,4,3,5,13408612
9608,03/18/2007,IL,5,4,1,1,5,4,3,4,14670370
9980,07/09/2013,FC,5,5,2,1,5,1,3,5,13865432
31486,03/06/2009,FC,10,2,3,3,5,2,2,4,13501841
90686,04/22/2010,FC,5,1,1,2,5,3,2,10,12721946
59621,03/18/2011,FC,5,5,2,5,3,3,3,5,13060155
8992,08/30/2013,FC,4,6,4,5,5,2,2,5,13597684
87842,12/30/2011,FC,5,6,1,1,5,2,1,4,13283042
30305,08/19/2006,FC,5,1,4,1,5,4,2,5,13338553
36165,06/20/2011,MB,5,4,1,2,4,4,3,4,12083867
97488,05/03/2009,FC,4,5,2,2,5,8,1,4,13200981
12986,06/06/2007,IL,5,4,1,2,5,5,2,5,16207856
56410,08/02/2011,FC,5,2,3,1,5,4,3,5,13415000
42979,07/09/2013,FC,4,4,3,3,5,6,7.5,5,13632859
60223,04/06/1998,FC,4,2,1,1,5,2,2,5,21434790
71168,10/10/2013,FC,5,5,3,2,5,2,7.5,5,12820785
82783,06/05/2012,FC,5,2,2,2,4,3,3,10,12658440
76162,08/07/2013,IL,4,4,1,2,8,3,5,4,14367311
40781,08/24/1996,IL,10,2,1,5,5,2,1,4,13478749
93691,07/04/2011,IL,5,2,1,2,5,2,3,4,21286757
3391,06/09/2007,FC,5,2,3,4,5,2,7.5,4,12824113
53098,04/22/2010,FC,5,5,2,1,5,2,1,4,13845983
12748,11/13/2013,FC,4,3,5,1,5,2,3,5,14896270
33289,09/20/2013,IL,8,4,2,2,3,2,3,8,14797001
84138,09/13/1999,DT,10,1,4,1,5,5,3,4,19069425
63440,03/19/2009,FC,5,5,1,4,5,2,7.5,4,13428894
65387,09/23/2008,FC,4,2,1,3,5,4,1,4,16274136
58204,08/01/2000,FC,5,1,2,2,4,1,3,4,13650893
1176,06/30/2001,FC,4,2,20,4,5,2,7.5,4,7960727
77760,04/17/2009,FC,5,5,4,1,4,2,3,4,13221305
88257,10/23/1999,IL,5,2,1,3,10,4,7.5,4,15437548
51270,08/26/2000,DT,5,2,1,3,5,3,3,5,15958935
76559,04/01/2000,IL,4,4,5,4,4,2,3,4,11636787
43776,06/18/2007,FC,10,4,2,1,5,4,7.5,5,13734947
48719,08/20/2004,FC,5,5,2,2,10,4,1,5,13498207
25880,11/04/2011,FC,4,1,2,1,4,2,3,5,14360151
33027,10/26/2009,FC,5,5,1,5,8,5,3,3,13551747
3352,12/02/2007,FC,4,5,25,3,4,1,3,5,7828606
48624,03/06/2009,FC,5,5,1,3,5,2,3,8,16226374
65898,08/02/2011,FC,8,1,3,1,5,4,1,6,13639168
14169,12/11/2012,IL,5,2,4,5,8,5,3,8,15351997
9851,06/14/2013,FC,5,1,10,3,5,2,7.5,4,10717320
87549,12/17/2013,FC,5,1,25,2,5,2,7.5,4,5254335
5777,09/06/1996,IL,10,3,2,2,5,3,2.5,4,13790372
